id,termfrom,termto
2cl43ad581vrckvlo88ctvrhg1gsk5o58t3t9qg1,03,01
bg635ve009b79v6hfkm9p2ttfadj2r5q7o79r8o1,03,01
l5927irvf9u1kijhkson1b9tnhevdg6j5cnbr0o1,03,01
c8a5437b-d564-4a35-b3c8-d4c14b20d76c,02,01
fa673626-059e-45e0-9179-5a6889daddfd,02,01
aefe9a3d-09ee-4b2c-af32-a294cf638d77,02,01
9b524862-b0a7-4d48-bf74-72d75ae827e4,02,01
f3bd6f41-c9b2-43e3-b2c4-18754adabbca,03,01
ee4cb7cb-c59a-41ea-85f6-431598483fae,03,01
thcc0bjvd0dpt4luohf1ru3i23ollpmv54hr13g1,03,01
nm0l57n4aldvb95qh33esulbtg6qd7f2q7gn4j01,03,01
302edc8d-08c0-40bb-a6b4-7bb2523285d0,02,01
g3ee9aklffi5i7gtk88eqrcnso3qrkouialjg1g1,05,01
uk4h1o2dmfllhbdu836cq37dnhevc23s850t5r01,05,01			
0a89a2ca-9e7f-4fc8-9415-cca43cb5c95f,02,01
7535e1ba-63f1-4b25-8861-f71362b9552c,02,01
86a4c440-4548-4481-af50-ad41b1d55678,02,01
903266af-5879-46cc-9827-577495f33526,02,01
07c41181-bdd5-4e5f-9f97-4bac831695c3,02,01
64f928e1-0d8d-4264-b8bc-52f23b027efb,03,01
esatt44mlskb680o4rlo239tll6eeeh8b5lvhhg1,03,01
6u1978tninhgr0f8gpfmlpqgema3sotmgrp62no1,03,01
tps4388qrra9vhc61713sk5gfqfj80ghil8c7v81,03,01
fb4e331c-0897-458d-a8a2-15ae10e60a38,02,01
c4140a07-54c0-438e-a6f7-aa5fd46adedc,02,01
255bf23d-4f36-4314-9247-33e455b14ff7,02,01
53f766d0-712c-441a-9194-44beff5da153,02,01
8afa4935-fa86-4f3e-b32d-a5758d5da04c,03,01
c855f27d-d523-44cc-ab63-c33d4d6ab557,03,01
tr4dtne7sn4jm3h691phlsg9p0ko44k7a9ests01,03,01
najtjoeh6f30vmk278rpmqeuqcp9jurantqudm01,03,01
a61ea37d-69b7-4075-af34-6edeaa9d9ff5,02,01
95a6e711-ad4e-440a-b3b7-4b79f70e88b1,02,01
19618c63-7540-460b-8af9-5d97eb81e934,03,01
1fc77d7f-1df6-45b4-87fb-f66d0b71ce1f,03,01
b35692ee-bc11-4269-aaa8-e2f469e2cd97,03,01
b7d54fbe-e054-49a3-af1c-04e907130a46,02,01
1qpki7do1eg2gp762lea9am3kh2uteeciql3i1o1,03,01
0bcd7504-9775-49a1-9f6f-7131cf4d7ebb,02,01
0aeb5f9c-49c5-4c73-9628-d2d3f91e893d,02,01
5c4876ea-82ac-4534-85ef-e791b525294b,02,01
6ee811dc-decd-4325-8c5c-171be2c55421,02,01
05ebf61b-de3e-4842-a857-b96148c40161,02,01
he6mb0t625c47odqi4td56epnddf3ngdbk49n981,06,01
rjh49rb0ggut82puqgjchtu1so3qrs17uuljg1g1,06,01
4e291711-5b7b-41c4-84be-0c3b35b9c384,02,01
06d0ac2e-2890-4023-b73d-81bb2e9aeeb5,02,01
7774c0cd-d254-4886-8ce3-a00f04a91e95,02,01
d51794b2-f836-4d04-8001-d343f0692e61,04,01
iqs39j375n60bogb496ggf5tfadj1ppf6u21ea81,04,01
ilbstpelhfe27rgg3vbrc2pg3btl22c5vtests01,04,01
060rkikrtbetvhsb5gi41juuc20ik6pes9mfvg81,04,01
7e699d25-ce88-45f7-a102-741c3a2d6e65,02,01
288945e9-1c0a-4dab-82d0-f7f37943515d,02,01
4d4cf3a2-3df3-46ec-be9f-8d3a223b290a,02,01
3af516ed-0295-481a-b6db-726bac29be5b,03,01
